I can swim.	मुझे तैरना आता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #256178 (CK) & #3216259 (anubhav93)
I can swim.	मैं तैर सकता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #256178 (CK) & #3216260 (anubhav93)
I love you.	मैं तुमसे प्यार करती हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #1434 (awael58) & #475911 (minshirui)
I love you.	मैं तुमसे प्यार करता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #1434 (awael58) & #475912 (minshirui)
I love you.	मैं आपसे प्यार करता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #1434 (awael58) & #475913 (minshirui)
I love you.	मैं आपसे प्यार करती हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #1434 (awael58) & #475914 (minshirui)
I love you.	मुझे तुमसे प्यार है।	CC-BY 2.0 (France) Attribution: tatoeba.org #1434 (awael58) & #3223740 (anubhav93)
I will try.	मैं कोशिश करूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #415514 (blay_paul) & #490806 (minshirui)
I'm coming.	मैं आ रहा हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #52081 (CK) & #588498 (minshirui)
I'm hungry!	मुझे भूख लगी है!	CC-BY 2.0 (France) Attribution: tatoeba.org #404096 (CK) & #510273 (minshirui)
I'm hungry!	मुझे भूख लगी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #404096 (CK) & #511716 (minshirui)
Let him in.	उसे अंदर भेजो।	CC-BY 2.0 (France) Attribution: tatoeba.org #464814 (CK) & #589993 (minshirui)
Let him in.	उसे अंगर आने दो।	CC-BY 2.0 (France) Attribution: tatoeba.org #464814 (CK) & #589994 (minshirui)
Let me out!	मुझे बाहर जाने दो!	CC-BY 2.0 (France) Attribution: tatoeba.org #266779 (CK) & #484075 (minshirui)
Once again.	और एक बार।	CC-BY 2.0 (France) Attribution: tatoeba.org #433729 (CK) & #485518 (minshirui)
Please sit.	बैठिए।	CC-BY 2.0 (France) Attribution: tatoeba.org #478180 (CK) & #478184 (minshirui)
That a boy!	शाबाश!	CC-BY 2.0 (France) Attribution: tatoeba.org #51144 (CK) & #6179203 (fastrizwaan)
What's new?	क्या नया है?	CC-BY 2.0 (France) Attribution: tatoeba.org #25029 (CK) & #505143 (minshirui)
What's new?	नया क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #25029 (CK) & #505144 (minshirui)
Who's that?	वह कौन है?	CC-BY 2.0 (France) Attribution: tatoeba.org #742806 (rpglover64) & #3214273 (anubhav93)
Don't shout.	चिल्लाओ मत!	CC-BY 2.0 (France) Attribution: tatoeba.org #279585 (CK) & #450312 (minshirui)
Don't shout.	चिल्लाईए मत।	CC-BY 2.0 (France) Attribution: tatoeba.org #279585 (CK) & #450313 (minshirui)
He stood up.	वह खड़ा हो गया।	CC-BY 2.0 (France) Attribution: tatoeba.org #517531 (blay_paul) & #561243 (minshirui)
He's strong.	वह ताकतवर है।	CC-BY 2.0 (France) Attribution: tatoeba.org #295297 (CK) & #588493 (minshirui)
How are you?	आप कैसे हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475784 (minshirui)
How are you?	तुम कैसे हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475785 (minshirui)
How are you?	तुम कैसी हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475786 (minshirui)
How are you?	तू कैसा है?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475787 (minshirui)
How are you?	तू कैसी है?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475789 (minshirui)
How are you?	आप कैसी हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #475791 (minshirui)
How are you?	आप कैसे हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #373320 (CK) & #476250 (minshirui)
I like both.	मुझे दोनो पसंद हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #255228 (CK) & #485967 (minshirui)
I like cake.	मुझे केक अच्छा लगता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #253417 (CK) & #485746 (minshirui)
I like dogs.	मुझे कुत्ते अच्छे लगते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #252245 (CK) & #476336 (minshirui)
I like math.	मुझे गणित पसंद है।	CC-BY 2.0 (France) Attribution: tatoeba.org #435452 (CK) & #459407 (minshirui)
I'll attend.	मैं आऊंगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #435424 (CK) & #588496 (minshirui)
Nobody came.	कोई नहीं आया।	CC-BY 2.0 (France) Attribution: tatoeba.org #1690 (Eldad) & #495935 (minshirui)
Was I wrong?	क्या मैं ग़लत था?	CC-BY 2.0 (France) Attribution: tatoeba.org #25506 (CK) & #588589 (minshirui)
What's this?	यह क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #413821 (CK) & #443158 (minshirui)
Are you sick?	क्या तुम बीमार हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #434252 (lukaszpp) & #518699 (minshirui)
Bring him in.	उसको अंदर ले आओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #307895 (CK) & #475932 (minshirui)
Come with us.	हमारे साथ आओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #433696 (CK) & #485546 (minshirui)
Happy Easter!	एसटर मुबारक हो!	CC-BY 2.0 (France) Attribution: tatoeba.org #66762 (papabear) & #3189572 (pranjal710)
Has Tom left?	टॉम चला गया क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #2244563 (CK) & #3216282 (anubhav93)
I am at home.	मैं घर पर हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #29049 (CK) & #505256 (minshirui)
I can't move.	मैं हिल नहीं सकता।	CC-BY 2.0 (France) Attribution: tatoeba.org #280208 (CK) & #457114 (minshirui)
I don't know.	मुझे नहीं पता।	CC-BY 2.0 (France) Attribution: tatoeba.org #349064 (fatih) & #609376 (minshirui)
I don't know.	मुझे नहीं मालूम।	CC-BY 2.0 (France) Attribution: tatoeba.org #349064 (fatih) & #609377 (minshirui)
I have a car.	मेरे पास एक गाड़ी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #252272 (CK) & #477720 (minshirui)
I have a dog.	मेरे पास एक कुत्ता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #378502 (CK) & #443037 (minshirui)
I understand.	मैं समझता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #433468 (CK) & #588495 (minshirui)
I'm a doctor.	मैं डॉक्टर हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #256018 (CK) & #449296 (minshirui)
It is a book.	यह किताब है।	CC-BY 2.0 (France) Attribution: tatoeba.org #42097 (CK) & #443050 (minshirui)
It's snowing.	बरफ़ गिर रही है।	CC-BY 2.0 (France) Attribution: tatoeba.org #448963 (CK) & #588625 (minshirui)
It's too big.	बहुत ज़्यादा बड़ा है।	CC-BY 2.0 (France) Attribution: tatoeba.org #435409 (CK) & #588606 (minshirui)
Please leave.	कृपया जाईये।	CC-BY 2.0 (France) Attribution: tatoeba.org #516403 (CK) & #588577 (minshirui)
Unbelievable!	अविश्वसनीय!	CC-BY 2.0 (France) Attribution: tatoeba.org #268828 (CM) & #6179034 (fastrizwaan)
We are happy.	हम खुश हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #438940 (CK) & #487266 (minshirui)
What is this?	यह क्या है?	CC-BY 2.0 (France) Attribution: tatoeba.org #392210 (sysko) & #443158 (minshirui)
Are you tired?	थक गए हो क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #317830 (CK) & #588592 (minshirui)
Can you drive?	तुम गाड़ी चला सकते हो क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #69237 (CK) & #485531 (minshirui)
Don't get fat.	मोटे मत हो जाना।	CC-BY 2.0 (France) Attribution: tatoeba.org #433667 (CK) & #588581 (minshirui)
Don't give in.	हार मत मान लो।	CC-BY 2.0 (France) Attribution: tatoeba.org #319434 (CM) & #514105 (minshirui)
Drink it down.	पीकर खतम करदो।	CC-BY 2.0 (France) Attribution: tatoeba.org #41868 (CM) & #476342 (minshirui)
Everyone dies.	मौत तो सभी की होती है।	CC-BY 2.0 (France) Attribution: tatoeba.org #435769 (CK) & #588485 (minshirui)
Flowers bloom.	फूल खिलते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #23749 (CK) & #505112 (minshirui)
I am who I am.	मैं हूँ जो हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #1339771 (CM) & #3535948 (nurendra)
I'll take him.	मैं उसे लेलूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #1566 (CK) & #482447 (minshirui)
I'm tired now.	मैं अब थक गया हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #28936 (CK) & #581299 (minshirui)
I'm very busy.	मैं बहुत व्यस्थ हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #433991 (CK) & #588539 (minshirui)
Is that a cat?	वह बिल्ली है क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #67092 (CK) & #611430 (minshirui)
It's for free.	यह मुफ़्त है।	CC-BY 2.0 (France) Attribution: tatoeba.org #322838 (CK) & #491588 (minshirui)
It's for free.	यह मुफ़्त का है।	CC-BY 2.0 (France) Attribution: tatoeba.org #322838 (CK) & #491589 (minshirui)
Let me try it.	मुझे दिखाओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #43212 (CK) & #485985 (minshirui)
Let me try it.	मुझे देखने दो।	CC-BY 2.0 (France) Attribution: tatoeba.org #43212 (CK) & #485987 (minshirui)
Let me try it.	मुझे ट्राए करने दो।	CC-BY 2.0 (France) Attribution: tatoeba.org #43212 (CK) & #485989 (minshirui)
Make it quick.	जल्दी कीजिए।	CC-BY 2.0 (France) Attribution: tatoeba.org #2038397 (Spamster) & #3223733 (anubhav93)
May I come in?	मैं अंदर आ सकता हूँ क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #456355 (lukaszpp) & #465646 (minshirui)
Open the door.	दरवाज़ा खोलो।	CC-BY 2.0 (France) Attribution: tatoeba.org #39002 (Swift) & #484133 (minshirui)
Open the door.	दरवाज़ा खोलिए।	CC-BY 2.0 (France) Attribution: tatoeba.org #39002 (Swift) & #484134 (minshirui)
Please get in.	कृपया अंदर आईए।	CC-BY 2.0 (France) Attribution: tatoeba.org #268373 (CK) & #516685 (minshirui)
Read it again.	इसे दोबारा पढ़ें।	CC-BY 2.0 (France) Attribution: tatoeba.org #2249844 (CK) & #3213670 (anubhav93)
Read it aloud.	पढ़के सुनाओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #271932 (CK) & #487196 (minshirui)
She bent down.	वह नीचे झुकी।	CC-BY 2.0 (France) Attribution: tatoeba.org #313646 (CK) & #455243 (minshirui)
Some fish fly.	कुछ मछलियाँ उड़ सकतीं हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #317963 (CK) & #498173 (minshirui)
This is a map.	यह नक्शा है।	CC-BY 2.0 (France) Attribution: tatoeba.org #55509 (CK) & #463402 (minshirui)
Tom is my son.	टॉम मेरा लड़का है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2273318 (CK) & #3541703 (nurendra)
We're in town.	हम शहर में हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #2240597 (CK) & #3216290 (anubhav93)
Were you shot?	क्या तुम्हें गोली लग गई थी?	CC-BY 2.0 (France) Attribution: tatoeba.org #433616 (CK) & #540236 (minshirui)
What about us?	हमारा क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #1542297 (Spamster) & #3535923 (nurendra)
Can I help you?	क्या मैं आपकी सहायता कर सकता हूँ?	CC-BY 2.0 (France) Attribution: tatoeba.org #25095 (CK) & #518735 (minshirui)
Can I help you?	क्या मैं आपकी मदद कर सकता हूँ?	CC-BY 2.0 (France) Attribution: tatoeba.org #25095 (CK) & #518736 (minshirui)
Clean the room.	कमरे को साफ़ करो।	CC-BY 2.0 (France) Attribution: tatoeba.org #378284 (CK) & #487418 (minshirui)
Don't touch it.	उसे छूना मत।	CC-BY 2.0 (France) Attribution: tatoeba.org #433652 (CK) & #588538 (minshirui)
Get out of bed!	बिस्तर से बाहर निकलो!	CC-BY 2.0 (France) Attribution: tatoeba.org #33985 (CK) & #476381 (minshirui)
Happy New Year!	नव वर्ष की शुभकामनाएं!	CC-BY 2.0 (France) Attribution: tatoeba.org #361350 (blay_paul) & #611449 (minshirui)
Happy New Year!	नए साल की बधाईयाँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #361350 (blay_paul) & #611450 (minshirui)
Happy birthday!	जन्मदिन मुबारक हो!	CC-BY 2.0 (France) Attribution: tatoeba.org #453219 (FeuDRenais) & #476471 (minshirui)
He has a beard.	उसके पास दाढ़ी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #294881 (CK) & #476324 (minshirui)
He is an actor.	वह अभिनेता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #302398 (CK) & #459406 (minshirui)
He needs money.	उसे पैसों की ज़रूरत है।	CC-BY 2.0 (France) Attribution: tatoeba.org #382948 (ver) & #461284 (minshirui)
He was hard up.	उसको पैसों की कमी थी।	CC-BY 2.0 (France) Attribution: tatoeba.org #289457 (Dejo) & #475821 (minshirui)
I like history.	मुझे इतिहास पसंद है।	CC-BY 2.0 (France) Attribution: tatoeba.org #262257 (CK) & #486345 (minshirui)
I like the dog.	मुझे यह कुत्ता अच्छा लगता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #48293 (CK) & #491913 (minshirui)
I must buy one.	मुझे एक तो खरीदना ही होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #73098 (CK) & #509976 (minshirui)
I'll come back.	मैं वापस आऊँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #261982 (CK) & #511744 (minshirui)
I'll phone you.	मैं तुम्हें फ़ोन करूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #480884 (minshirui) & #480879 (minshirui)
I'll stay home.	मैं घर पर ही रहूँगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #321732 (CK) & #588630 (minshirui)
I'm an atheist.	मैं अनीश्वरवादी हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #379739 (CM) & #486376 (minshirui)
I'm an atheist.	मैं भगवान में यकीन नहीं करता।	CC-BY 2.0 (France) Attribution: tatoeba.org #379739 (CM) & #506534 (minshirui)
I'm very tired.	मैं बहुत थक गया हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #252193 (CK) & #485933 (minshirui)
It's hot today.	आज मौसम बहुत गरम है।	CC-BY 2.0 (France) Attribution: tatoeba.org #242881 (CK) & #450939 (minshirui)
It's this book.	यह किताब है।	CC-BY 2.0 (France) Attribution: tatoeba.org #57102 (CK) & #443050 (minshirui)
It's your move.	तुम्हारी चाल है।	CC-BY 2.0 (France) Attribution: tatoeba.org #16925 (CK) & #588601 (minshirui)
Only God knows.	भगवान जाने।	CC-BY 2.0 (France) Attribution: tatoeba.org #269633 (Eldad) & #485923 (minshirui)
Summer is over.	गर्मियाँ खतम हों चुकीं हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #394438 (doviende) & #485814 (minshirui)
Take your time.	आराम से आओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #30121 (CK) & #484095 (minshirui)
Think about it.	सोच लो।	CC-BY 2.0 (France) Attribution: tatoeba.org #241003 (CK) & #483818 (minshirui)
This is a book.	यह एक किताब है।	CC-BY 2.0 (France) Attribution: tatoeba.org #55399 (CK) & #443049 (minshirui)
This is a book.	यह किताब है।	CC-BY 2.0 (France) Attribution: tatoeba.org #55399 (CK) & #443050 (minshirui)
This is my bag.	यह मेरा बस्ता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #55628 (jakov) & #510232 (minshirui)
This is my dog.	यह मेरा कुत्ता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #67056 (CK) & #443052 (minshirui)
Wash your feet.	अपने पैर धोओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #274488 (adjusting) & #487194 (minshirui)
We study music.	हम संगीत की पढ़ाई करते हैं।	CC-BY 2.0 (France) Attribution: tatoeba.org #247742 (CK) & #483830 (minshirui)
We'll call you.	हम आपको फ़ोन करेंगे।	CC-BY 2.0 (France) Attribution: tatoeba.org #1893668 (CK) & #3216308 (anubhav93)
We'll call you.	हम आपको बुलाएँगे।	CC-BY 2.0 (France) Attribution: tatoeba.org #1893668 (CK) & #3216309 (anubhav93)
Where were you?	तुम कहाँ थे?	CC-BY 2.0 (France) Attribution: tatoeba.org #16486 (CK) & #485753 (minshirui)
Where were you?	आप कहाँ थे?	CC-BY 2.0 (France) Attribution: tatoeba.org #16486 (CK) & #487487 (minshirui)
You have to go.	तुम्हें जाना होगा।	CC-BY 2.0 (France) Attribution: tatoeba.org #16159 (xtofu80) & #483902 (minshirui)
You look tired.	तुम थके-हारे से लगते हो।	CC-BY 2.0 (France) Attribution: tatoeba.org #63218 (CK) & #588505 (minshirui)
You're kidding!	मज़ाक कर रहे हो!	CC-BY 2.0 (France) Attribution: tatoeba.org #433881 (CK) & #588514 (minshirui)
A man must work.	एक आदमी के लिए काम करना ज़रूरी है।	CC-BY 2.0 (France) Attribution: tatoeba.org #270113 (CM) & #516632 (minshirui)
Are you at home?	तुम घर पे हो क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #405500 (CK) & #487232 (minshirui)
Are you guys OK?	क्या आप लोग ठीक हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #3355618 (CK) & #3534742 (nurendra)
Come home early.	जल्दी घर आजाओ।	CC-BY 2.0 (France) Attribution: tatoeba.org #274012 (CK) & #484059 (minshirui)
Come if you can.	आ सको तो आना।	CC-BY 2.0 (France) Attribution: tatoeba.org #450074 (CK) & #491930 (minshirui)
Congratulations!	बधाई हो!	CC-BY 2.0 (France) Attribution: tatoeba.org #1437 (CK) & #6178943 (fastrizwaan)
Congratulations!	मुबारक हो!	CC-BY 2.0 (France) Attribution: tatoeba.org #1437 (CK) & #6178945 (fastrizwaan)
Did he go there?	वह वहाँ गया क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #290445 (CK) & #484138 (minshirui)
Did you miss me?	मेरी याद आई क्या?	CC-BY 2.0 (France) Attribution: tatoeba.org #1561 (CK) & #475999 (minshirui)
Don't be absurd.	पागल मत बनो।	CC-BY 2.0 (France) Attribution: tatoeba.org #35493 (CK) & #498522 (minshirui)
He came running.	वह भागते हुए आया।	CC-BY 2.0 (France) Attribution: tatoeba.org #300894 (Zifre) & #461285 (minshirui)
He can't be ill.	वह बीमार नहीं हो सकता।	CC-BY 2.0 (France) Attribution: tatoeba.org #284135 (CK) & #491786 (minshirui)
He has a hat on.	उसने टोपी पहनी हुई है।	CC-BY 2.0 (France) Attribution: tatoeba.org #303673 (CK) & #457091 (minshirui)
He reads Arabic.	वह अरबी पढ़ सकता है।	CC-BY 2.0 (France) Attribution: tatoeba.org #434986 (lukaszpp) & #450404 (minshirui)
He's my husband.	यह मेरा पति है।	CC-BY 2.0 (France) Attribution: tatoeba.org #2237882 (CK) & #3545827 (nurendra)
How is everyone?	सब लोग कैसे हैं?	CC-BY 2.0 (France) Attribution: tatoeba.org #22110 (CK) & #588508 (minshirui)
How is it going?	कैसा चल रहा है?	CC-BY 2.0 (France) Attribution: tatoeba.org #38308 (CK) & #475857 (minshirui)
How old are you?	तुम कितने साल के हो?	CC-BY 2.0 (France) Attribution: tatoeba.org #436243 (lukaszpp) & #488707 (minshirui)
How rude of you!	कितने बदतमीज़ हो तुम!	CC-BY 2.0 (France) Attribution: tatoeba.org #16444 (CK) & #588547 (minshirui)
How rude of you!	बदतमीज़!	CC-BY 2.0 (France) Attribution: tatoeba.org #16444 (CK) & #588548 (minshirui)
I cooked dinner.	मैंने रात का खाना पकाया।	CC-BY 2.0 (France) Attribution: tatoeba.org #246394 (CK) & #514148 (minshirui)
I feel nauseous.	मुझे उल्टी आ रही है।	CC-BY 2.0 (France) Attribution: tatoeba.org #1887294 (CK) & #452469 (minshirui)
I go every year.	मैं हर साल जाता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #322472 (CK) & #475852 (minshirui)
I heard a noise.	मुझे कोई आवाज़ सुनाई दी।	CC-BY 2.0 (France) Attribution: tatoeba.org #1887397 (CK) & #3212888 (anubhav93)
I like this one.	मुझे यह वाला पसंद है।	CC-BY 2.0 (France) Attribution: tatoeba.org #436761 (lukaszpp) & #457056 (minshirui)
I run every day.	मैं रोज़ दौड़ने जाता हूँ।	CC-BY 2.0 (France) Attribution: tatoeba.org #261849 (CK) & #588513 (minshirui)
I saw her again.	मैंने उसे फिरसे देखा।	CC-BY 2.0 (France) Attribution: tatoeba.org #308876 (CK) & #510262 (minshirui)
I want a guitar.	मुझे गिटार चाहिए।	CC-BY 2.0 (France) Attribution: tatoeba.org #63403 (CK) & #506524 (minshirui)
I was assaulted.	मुझपर हमला किया गया।	CC-BY 2.0 (France) Attribution: tatoeba.org #2247456 (CK) & #3225304 (anubhav93)
